Book_ID,Title,Author,Genre,Published_Y,Price,Stock
406,Ergonomic fault-tole,Monica Weeks,Fantasy,1907,42.73,1
407,Synergized homogeneo,Andrea Carroll,Fantasy,1948,31.2,52
408,Quality-focused dema,Sarah Webb,Romance,1975,25.74,47
409,Multi-channeled cohe,Joseph Holland,Biography,1946,28.48,66
410,Upgradable 3rdgenera,Julia Duncan,Fantasy,1966,19.8,69
411,Extended client-driv,Jessica Mora,Biography,1983,12.16,48
412,Multi-channeled seco,Sabrina Cox,Romance,2008,17.65,5
413,Compatible client-se,Dennis Frye,Science Fiction,1905,16.29,16
414,De-engineered interm,Karen Fox,Romance,1935,12.65,30
415,Networked global pro,William Paul,Mystery,1996,10.62,71
416,Switchable 5thgenera,Kevin Bradshaw,Biography,2013,48.12,98
417,Visionary neutral co,Thomas Daugherty,Fiction,1967,15.17,68
418,Advanced 5thgenerati,Mitchell White,Fiction,1905,37.71,28
419,Horizontal real-time,Rachel Colon,Mystery,1998,44.26,83
420,Extended next genera,Martin Leonard,Biography,2005,23.58,58
421,Re-contextualized ac,Jill Robbins,Non-Fiction,2005,18.52,26
422,Balanced holistic or,Russell Potter,Romance,1903,11.95,100
423,Persistent attitude-,William Fleming,Non-Fiction,1973,7.8,76
424,Integrated context-s,Maria Osborn DDS,Science Fiction,1971,40.96,95
425,Seamless asymmetric ,Monica Phillips,Science Fiction,1957,44.29,90
426,Synergized 5thgenera,Andrew Escobar,Fantasy,1914,24.27,26
427,Organized non-volati,Lauren Oliver,Fantasy,1917,48.31,87
428,Multi-layered cohesi,Daniel Smith,Science Fiction,1904,23.43,25
429,Synergized dynamic p,Chelsea Reed,Romance,1917,19.44,37
430,Implemented intangib,Kristen Johnson,Science Fiction,1957,34.35,42
431,Centralized intermed,Jeffrey Grimes,Mystery,1973,41.91,71
432,Organized analyzing ,Clinton Scott,Science Fiction,2022,19.96,76
433,Organized context-se,Christopher Richards,Non-Fiction,1972,17.62,61
434,Phased asymmetric so,Pamela Meyer,Biography,1983,37.55,62
435,Profit-focused asymm,Daniel Gonzales,Biography,1974,43.59,38
436,Optimized transition,George James,Romance,1983,8.96,47
437,Ameliorated multi-st,Jill Moore,Science Fiction,1961,48.98,1
438,User-centric real-ti,Eric Sharp,Non-Fiction,1911,17.46,64
439,Cross-platform upwar,Alicia Ford,Fantasy,1901,36.79,85
440,Adaptive tangible ar,Jose Blankenship,Biography,1902,5.66,6
441,Networked bottom-lin,Jessica Jackson,Mystery,1963,43.8,37
442,De-engineered logist,Melissa Maldonado,Non-Fiction,1986,13.69,8
443,Fully-configurable e,Terry Davis,Biography,1995,35.12,97
444,Enhanced 5thgenerati,Eric Larson,Fiction,1959,16.53,84
445,Grass-roots leadinge,Samantha Meyer,Fantasy,2013,36.13,74
446,Business-focused opt,Brandon Cole,Non-Fiction,1936,47.64,26
447,Public-key local ada,Todd Williams,Science Fiction,1968,19.62,41
448,Upgradable cohesive ,Matthew White MD,Fantasy,1903,31.99,65
449,Optimized attitude-o,Thomas Combs,Fiction,1997,26.8,83
450,Universal well-modul,Marcus Phillips,Romance,1963,33.24,52
451,Ergonomic non-volati,William Brown,Romance,1916,10.98,94
452,Reactive secondary c,Daniel Thomas,Science Fiction,1972,34.3,47
453,Operative object-ori,David Johnson,Mystery,2017,27.84,87
454,Devolved intermediat,Samantha Garcia,Mystery,1952,43.13,48
455,Reactive regional mo,Joel Phillips,Non-Fiction,1977,14.56,17
456,Adaptive explicit al,Martha Miller,Fiction,2010,16.94,68
457,Public-key system-wo,Daniel Foley,Romance,1904,11.71,50
458,Adaptive encompassin,Dr. Tina Mercado MD,Fiction,2004,45.85,44
459,Enhanced dedicated p,Margaret Wilson,Non-Fiction,1969,26.82,2
460,Self-enabling maximi,Debra Cook,Romance,1952,9.69,37
461,Persevering static a,Kristin Taylor,Romance,2005,37.21,80
462,Profound heuristic c,Austin Benton,Fiction,2002,45.26,41
463,Digitized context-se,Larry Stewart,Romance,1987,48.56,6
464,Streamlined grid-ena,James Avila,Mystery,2025,14.93,60
465,Right-sized tangible,Jennifer Burke,Science Fiction,1990,38.62,8
466,Organic empowering d,Cory Cowan,Romance,1945,49.08,33
467,Function-based direc,Misty Mullins,Mystery,1950,13.7,44
468,Customizable next ge,Vincent Hodge II,Romance,1926,16.17,38
469,Robust zero administ,Robin Lynch,Non-Fiction,1909,32.21,76
470,Expanded mobile inst,Brittany Adams,Mystery,1961,42.08,46
471,Enterprise-wide scal,Lisa Garrett,Non-Fiction,1944,17.27,90
472,Switchable motivatin,Denise Perry,Fiction,1970,45.38,18
473,Synergized web-enabl,Luis Smith,Science Fiction,1905,22.81,99
474,Enhanced optimizing ,Hannah Williams,Biography,2016,18.11,54
475,Balanced encompassin,Steven Frey,Mystery,1913,5.3,96
476,Open-source demand-d,Michelle Olsen,Non-Fiction,1995,18.83,66
477,Re-engineered empowe,Brittany Rangel,Biography,1939,38.04,69
478,De-engineered explic,Allen Simmons,Fiction,2004,38.58,30
479,Reduced dynamic leve,Carolyn Koch,Fantasy,2012,28.33,19
480,Switchable modular m,Lauren Harris,Biography,1923,33.28,37
481,Total next generatio,Michael Cook,Fiction,2018,43.4,91
482,Self-enabling zero-d,Jacob Clark,Non-Fiction,1972,34.75,26
483,Robust eco-centric s,Joshua Caldwell,Science Fiction,2016,44.37,41
484,Persevering clear-th,Sandra Gomez,Biography,1971,24.62,71
485,Mandatory well-modul,Steven Johnson,Non-Fiction,1978,22.44,61
486,Synergistic composit,Janice Sparks,Romance,1909,5.82,43
487,Function-based conte,Leroy Smith,Non-Fiction,2000,9.11,38
488,Synergistic system-w,Desiree Olson,Romance,1909,37.95,17
489,Reduced solution-ori,Todd Osborn,Biography,1950,13.83,17
490,Multi-layered motiva,Mrs. Stacy Middleton,Non-Fiction,1966,37.36,54
491,Implemented backgrou,Katherine Simmons,Science Fiction,1900,21.79,26
492,Synergistic eco-cent,Jorge Jennings,Fantasy,1968,31.26,51
493,Robust asynchronous ,Dustin Lozano,Science Fiction,1962,41.77,27
494,Robust client-server,Austin Villanueva,Fantasy,1908,45.34,54
495,Front-line composite,Patricia Gray,Mystery,1997,24.8,88
496,Grass-roots zero tol,Abigail Sanford,Non-Fiction,2012,12.73,12
497,Secured national arr,Paige Brown,Science Fiction,1960,39.57,31
498,Quality-focused valu,David Gordon,Fantasy,1909,42.65,99
499,Pre-emptive coherent,Johnathan Moore,Mystery,1927,6.02,71
500,Programmable explici,Lauren Gill,Fantasy,2016,14.9,43
